RENDERING NPI,PROVIDER LEGAL NAME,CALENDAR YEAR,DELIVERY SYSTEM,PROVIDER TYPE,AGE GROUP,ADV USER CNT,ADV USER ANNOTATION CODE,ADV SVC CNT,ADV  SVC ANNOTATION CODE,PREV USER CNT,PREV USER ANNOTATION CODE,PREV SVC CNT,PREV SVC ANNOTATION CODE,TXMT USER CNT,TXMT USER ANNOTATION CODE,TXMT SVC CNT,TXMT SVC ANNOTATION CODE,EXAM USER CNT,EXAM USER ANNOTATION CODE,EXAM SVC CNT,EXAM SVC ANNOTATION CODE
1043435712,CORTEZ-PACHECO CARLOS R,2021,GMC,RENDERING,AGE 21+,"1,047",,"6,988",,965,,"1,757",,676,,"1,733",,444,,457,
1043437791,HA KYMINH T,2021,FFS,RENDERING,AGE 0-20,86,,712,,78,,179,,38,,107,,73,,89,
1043437791,HA KYMINH T,2021,FFS,RENDERING,AGE 21+,148,,"1,037",,122,,122,,74,,287,,119,,119,
1043437866,"KAISER, ARTHUR G DDS",2021,FFS,RENDERING,AGE 0-20,80,,517,,53,,122,,38,,65,,47,,47,
1043437866,"KAISER, ARTHUR G DDS",2021,FFS,RENDERING,AGE 21+,37,,106,,,1,,1,24,,44,,,1,,1
1043437866,"KAISER, ARTHUR G DDS",2021,PHP,RENDERING,AGE 0-20,94,,624,,80,,205,,31,,81,,92,,106,
1043437866,"KAISER, ARTHUR G DDS",2021,PHP,RENDERING,AGE 21+,189,,"1,157",,81,,125,,139,,568,,154,,155,
1043437866,"KAISER, ARTHUR G, DDS",2021,FFS,RENDERING,AGE 0-20,80,,"3,619",,53,,854,,38,,455,,47,,329,
1043437866,"KAISER, ARTHUR G, DDS",2021,FFS,RENDERING,AGE 21+,37,,742,,,1,,2,24,,308,,,1,,2
1043437866,"KAISER, ARTHUR G, DDS",2021,PHP,RENDERING,AGE 0-20,94,,"4,368",,80,,"1,435",,31,,567,,92,,742,
1043437866,"KAISER, ARTHUR G, DDS",2021,PHP,RENDERING,AGE 21+,189,,"8,099",,81,,875,,139,,"3,976",,154,,"1,085",
1043437866,UNKNOWN,2021,FFS,RENDERING,AGE 0-20,80,,517,,53,,122,,38,,65,,47,,47,
1043437866,UNKNOWN,2021,FFS,RENDERING,AGE 21+,37,,106,,,1,,1,24,,44,,,1,,1
1043437866,UNKNOWN,2021,PHP,RENDERING,AGE 0-20,94,,624,,80,,205,,31,,81,,92,,106,
1043437866,UNKNOWN,2021,PHP,RENDERING,AGE 21+,189,,"1,157",,81,,125,,139,,568,,154,,155,
1043438773,TRAN TAM-HUONG N,2021,FFS,RENDERING,AGE 0-20,21,,153,,18,,49,,,1,,2,19,,22,
1043438773,TRAN TAM-HUONG N,2021,FFS,RENDERING,AGE 21+,52,,365,,41,,78,,34,,154,,44,,44,
1043445919,STAHL MICHAELA,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1043453988,BRAVO CUSHING GHISELA E,2021,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1043453988,BRAVO CUSHING GHISELA E,2021,FFS,RENDERING,AGE 21+,22,,73,,,1,,1,11,,20,,13,,13,
1043453988,BRAVO CUSHING GHISELA E,2021,PHP,RENDERING,AGE 0-20,104,,604,,78,,251,,80,,108,,43,,43,
1043453988,BRAVO CUSHING GHISELA E,2021,PHP,RENDERING,AGE 21+,169,,672,,90,,195,,151,,200,,47,,47,
1043470248,HAQUE SHARMIN,2021,FFS,RENDERING,AGE 0-20,147,,459,,0,,0,,147,,459,,0,,0,
1043470248,HAQUE SHARMIN,2021,FFS,RENDERING,AGE 21+,11,,33,,0,,0,,11,,33,,0,,0,
1043474471,JOHNSON NEAL A,2021,FFS,RENDERING,AGE 0-20,231,,866,,0,,0,,231,,865,,0,,0,
1043474471,JOHNSON NEAL A,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1043479777,HADAYA MONA T,2021,GMC,RENDERING,AGE 21+,,1,,1,0,,0,,0,,0,,,1,,1
1043479777,HADAYA MONA T,2021,PHP,RENDERING,AGE 0-20,161,,"1,107",,149,,526,,64,,88,,110,,134,
1043479777,HADAYA MONA T,2021,PHP,RENDERING,AGE 21+,,1,,1,,1,,1,,1,,1,0,,0,
1043515653,HAWATMEH AYED J,2021,FFS,RENDERING,AGE 0-20,991,,"9,887",,836,,"2,400",,524,,"1,787",,858,,"1,010",
1043515653,HAWATMEH AYED J,2021,FFS,RENDERING,AGE 21+,"1,701",,"13,744",,813,,"1,476",,"1,297",,"5,718",,"1,118",,"1,124",
1043528656,SINHA MILU,2021,FFS,RENDERING,AGE 0-20,254,,"3,455",,241,,911,,61,,220,,240,,300,
1043528656,SINHA MILU,2021,FFS,RENDERING,AGE 21+,295,,"3,391",,232,,390,,136,,486,,259,,259,
1043531171,RHO JAMES HYUNJUNE,2021,GMC,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,,1,,1
1043532351,KADERA PETR,2021,FFS,RENDERING,AGE 0-20,"1,276",,"10,294",,870,,"1,963",,579,,"1,318",,775,,777,
1043532351,KADERA PETR,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1043532351,KADERA PETR,2021,GMC,RENDERING,AGE 0-20,60,,321,,20,,30,,58,,122,,0,,0,
1043536550,FAKHERI PEDRAM,2021,PHP,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1043542640,"WALKER, SHARON L, RDHAP",2021,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,0,,0,,0,,0,
1043543051,LEE LAWRENCE,2021,PHP,RENDERING,AGE 0-20,45,,318,,36,,139,,38,,60,,27,,27,
1043543051,LEE LAWRENCE,2021,PHP,RENDERING,AGE 21+,78,,291,,56,,88,,28,,50,,47,,47,
1043555162,HANNA AMAL,2021,FFS,RENDERING,AGE 0-20,39,,319,,29,,98,,24,,76,,34,,45,
1043555162,HANNA AMAL,2021,FFS,RENDERING,AGE 21+,124,,"1,501",,64,,127,,104,,820,,84,,84,
1043570658,KETCHERSIDE HOMER G,2021,FFS,RENDERING,AGE 0-20,669,,"1,136",,0,,0,,92,,254,,0,,0,
1043570658,KETCHERSIDE HOMER G,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1043570658,KETCHERSIDE HOMER G,2021,PHP,RENDERING,AGE 0-20,,1,,2,0,,0,,,1,,2,0,,0,
1043571839,GOYAL NITASHA A,2021,FFS,RENDERING,AGE 0-20,,1,,1,0,,0,,,1,,1,0,,0,
1043571839,GOYAL NITASHA A,2021,GMC,RENDERING,AGE 0-20,"1,128",,"7,253",,933,,"2,215",,477,,"1,010",,"1,002",,"1,136",
1043571839,GOYAL NITASHA A,2021,GMC,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1043576416,ILYA ZAK DDS INC.,2021,PHP,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,,1,,1
1043576416,"ZAK, ILYA, DDS INC",2021,PHP,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,,1,,1
1043578180,KUO BRIAN Y,2021,FFS,RENDERING,AGE 0-20,19,,102,,15,,46,,11,,25,,13,,14,
1043578180,KUO BRIAN Y,2021,FFS,RENDERING,AGE 21+,91,,519,,66,,117,,51,,205,,65,,65,
1043581200,TOCA ALAIN,2021,PHP,RENDERING,AGE 0-20,33,,354,,31,,165,,29,,49,,21,,21,
1043581200,TOCA ALAIN,2021,PHP,RENDERING,AGE 21+,106,,784,,91,,297,,92,,279,,33,,34,
1043582687,QAISAR SUMUL,2021,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,2,,1,,1
1043582687,QAISAR SUMUL,2021,FFS,RENDERING,AGE 21+,43,,124,,,1,,2,29,,55,,14,,14,
1043590482,"LEE, SHAUN MICHAEL, DDS",2021,FFS,RENDERING,AGE 0-20,179,,"2,303",,119,,581,,95,,591,,169,,198,
1043590482,"LEE, SHAUN MICHAEL, DDS",2021,FFS,RENDERING,AGE 21+,409,,"4,071",,188,,355,,235,,"1,373",,399,,399,
1043592116,JAISHANKAR MANJULA,2021,FFS,RENDERING,AGE 0-20,12,,75,,,1,,2,,1,,1,,1,,1
1043592116,JAISHANKAR MANJULA,2021,FFS,RENDERING,AGE 21+,71,,334,,22,,23,,51,,113,,23,,23,
1043592116,JAISHANKAR MANJULA,2021,GMC,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,,1,,1
1043598642,TERRAZA JOSE M,2021,FFS,RENDERING,AGE 0-20,143,,"2,179",,135,,384,,58,,168,,130,,187,
1043598642,TERRAZA JOSE M,2021,FFS,RENDERING,AGE 21+,37,,328,,21,,23,,,1,,2,31,,31,
1043599657,BINA KOROURI SAGE DENTAL COR,2021,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,0,,0,
1043599657,"SAGE, BINA KOROURI DNTL",2021,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,0,,0,
1043622517,REIFF TERRENCE P,2021,FFS,RENDERING,AGE 0-20,"1,192",,"17,312",,"1,018",,"3,671",,809,,"2,524",,"1,027",,"1,294",
1043622517,REIFF TERRENCE P,2021,GMC,RENDERING,AGE 0-20,154,,"1,254",,94,,159,,153,,451,,0,,0,
1043631104,MURESAN ANAMARIA,2021,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1043631104,MURESAN ANAMARIA,2021,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,2,,1,,1
1043637010,HALL JOSHWIN R,2021,FFS,RENDERING,AGE 0-20,,1,,2,0,,0,,,1,,1,0,,0,
1043637010,HALL JOSHWIN R,2021,FFS,RENDERING,AGE 21+,212,,498,,14,,14,,184,,213,,30,,30,
1043640667,TURNER DEANDRA N,2021,PHP,RENDERING,AGE 0-20,20,,141,,,1,,1,18,,40,,13,,14,
1043646110,"AKHAVAN, TARLAN P, DDS A PRO",2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1043646698,HOSSIENI ROZBEH,2021,FFS,RENDERING,AGE 0-20,67,,374,,0,,0,,66,,366,,0,,0,
1043646698,HOSSIENI ROZBEH,2021,FFS,RENDERING,AGE 21+,172,,762,,0,,0,,171,,745,,,1,,1
1043646698,HOSSIENI ROZBEH,2021,GMC,RENDERING,AGE 0-20,12,,26,,,1,,1,,1,,2,,1,,1
1043646698,HOSSIENI ROZBEH,2021,GMC,RENDERING,AGE 21+,32,,127,,0,,0,,29,,86,,21,,21,
1043646698,HOSSIENI ROZBEH,2021,PHP,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,2,,1,,1
1043646698,HOSSIENI ROZBEH,2021,PHP,RENDERING,AGE 21+,71,,267,,,1,,1,51,,160,,52,,53,
1043663479,MARATHE MAITHILI B,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1043664824,"BEZUAYEHU, FEKERTE, RDHAP",2021,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,0,,0,
1043664824,"BEZUAYEHU, FEKERTE, RDHAP",2021,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,0,,0,,0,,0,
1043669815,REYES GARCIA EDGAR,2021,FFS,RENDERING,AGE 0-20,39,,458,,29,,131,,26,,96,,30,,35,
1043669815,REYES GARCIA EDGAR,2021,FFS,RENDERING,AGE 21+,207,,"2,342",,119,,234,,171,,859,,131,,133,
1043682370,SANDHU SUMEET K,2021,FFS,RENDERING,AGE 0-20,59,,223,,33,,88,,17,,28,,45,,45,
1043682370,SANDHU SUMEET K,2021,FFS,RENDERING,AGE 21+,106,,251,,,1,,2,44,,90,,63,,63,
1043682370,SANDHU SUMEET K,2021,PHP,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1043682370,SANDHU SUMEET K,2021,PHP,RENDERING,AGE 21+,24,,74,,11,,12,,,1,,2,13,,13,
1043684236,TRAN HA N,2021,FFS,RENDERING,AGE 0-20,11,,39,,,1,,2,,1,,1,,1,,1
1043684236,TRAN HA N,2021,FFS,RENDERING,AGE 21+,38,,107,,,1,,2,27,,55,,,1,,1
1043690696,LIEN KELLY,2021,PHP,RENDERING,AGE 0-20,30,,140,,16,,29,,15,,38,,17,,17,
1043690696,LIEN KELLY,2021,PHP,RENDERING,AGE 21+,71,,233,,27,,27,,50,,112,,30,,30,
1043696677,LAU JIMMY,2021,FFS,RENDERING,AGE 0-20,88,,624,,74,,216,,48,,108,,78,,96,
1043696677,LAU JIMMY,2021,FFS,RENDERING,AGE 21+,321,,"2,137",,174,,346,,288,,949,,201,,201,
1043699754,STOUT ARACELI,2021,FFS,RENDERING,AGE 0-20,66,,301,,36,,41,,40,,128,,36,,36,
1043699754,STOUT ARACELI,2021,FFS,RENDERING,AGE 21+,99,,394,,33,,33,,61,,219,,47,,47,
1043732753,ONODERA-PAULSON ALEXANDRA N,2021,FFS,RENDERING,AGE 0-20,390,,"3,321",,332,,985,,245,,535,,299,,322,
1043732753,ONODERA-PAULSON ALEXANDRA N,2021,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1043733736,BHATT JIMMY K,2021,FFS,RENDERING,AGE 0-20,185,,"1,650",,125,,353,,81,,195,,160,,201,
1043733736,BHATT JIMMY K,2021,FFS,RENDERING,AGE 21+,323,,"1,598",,61,,91,,210,,545,,195,,197,
1043733736,BHATT JIMMY K,2021,PHP,RENDERING,AGE 0-20,,1,,1,0,,0,,,1,,1,,1,,1
1043737430,FALLIS MATHIAS S,2021,FFS,RENDERING,AGE 0-20,628,,"3,439",,499,,"1,273",,316,,613,,479,,479,
1043740970,EUSEBIO TEDDY B,2021,FFS,RENDERING,AGE 21+,"1,006",,"5,151",,413,,706,,956,,"1,830",,660,,660,
1043744139,SHON JAMES S,2021,FFS,RENDERING,AGE 0-20,246,,"1,159",,66,,189,,163,,477,,146,,151,
1043744139,SHON JAMES S,2021,FFS,RENDERING,AGE 21+,300,,"1,253",,13,,13,,205,,714,,201,,202,
1043749062,STUART JONATHAN A,2021,FFS,RENDERING,AGE 0-20,306,,"2,811",,244,,826,,129,,419,,216,,252,
1043749062,STUART JONATHAN A,2021,FFS,RENDERING,AGE 21+,280,,"1,255",,41,,63,,138,,354,,168,,169,
1043760598,LIM SUNG M,2021,FFS,RENDERING,AGE 0-20,870,,"8,280",,640,,"1,827",,506,,"1,146",,684,,768,
1043760598,LIM SUNG M,2021,FFS,RENDERING,AGE 21+,798,,"4,073",,221,,436,,607,,"1,821",,447,,451,
1043760598,LIM SUNG M,2021,PHP,RENDERING,AGE 0-20,17,,96,,,1,,2,,1,,2,,1,,1
1043760598,LIM SUNG M,2021,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1043768773,HASSAN NATHANIEL R,2021,FFS,RENDERING,AGE 0-20,64,,399,,42,,104,,20,,38,,44,,45,
1043768773,HASSAN NATHANIEL R,2021,FFS,RENDERING,AGE 21+,77,,303,,,1,,2,51,,129,,33,,33,
1043768773,HASSAN NATHANIEL R,2021,PHP,RENDERING,AGE 0-20,77,,501,,59,,173,,36,,66,,66,,73,
1043768773,HASSAN NATHANIEL R,2021,PHP,RENDERING,AGE 21+,128,,441,,18,,21,,61,,152,,79,,79,
1043789514,DAO TRAM ANH N,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1043791403,"BARBA, MARICRUZ, RDHAP",2021,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,0,,0,
1043794142,GUTIERREZ-VALDE CAROLINA,2021,FFS,RENDERING,AGE 0-20,17,,127,,12,,46,,11,,41,,16,,16,
1043794142,GUTIERREZ-VALDE CAROLINA,2021,FFS,RENDERING,AGE 21+,60,,197,,14,,23,,30,,57,,42,,42,
1043794142,GUTIERREZ-VALDE CAROLINA,2021,PHP,RENDERING,AGE 21+,,1,,2,0,,0,,,1,,1,0,,0,
1043802366,KHAN YASAR H,2021,FFS,RENDERING,AGE 0-20,474,,"1,867",,238,,696,,255,,569,,155,,155,
1043802366,KHAN YASAR H,2021,FFS,RENDERING,AGE 21+,618,,"1,746",,159,,285,,437,,927,,126,,126,
1043806722,KASS ILIYYA CHRISTINA,2021,FFS,RENDERING,AGE 0-20,164,,615,,73,,154,,74,,182,,96,,97,
1043806722,KASS ILIYYA CHRISTINA,2021,FFS,RENDERING,AGE 21+,263,,696,,35,,64,,143,,275,,143,,143,
1043818503,CAPESTANY AIDAILIS,2021,FFS,RENDERING,AGE 0-20,75,,628,,67,,194,,37,,166,,63,,74,
1043818503,CAPESTANY AIDAILIS,2021,FFS,RENDERING,AGE 21+,225,,"1,669",,99,,192,,197,,899,,121,,121,
1043818909,YAP DILLON P,2021,FFS,RENDERING,AGE 0-20,108,,591,,63,,204,,66,,156,,70,,70,
1043818909,YAP DILLON P,2021,FFS,RENDERING,AGE 21+,64,,233,,15,,25,,53,,136,,28,,28,
1043824378,SADEK MAHA Y,2021,FFS,RENDERING,AGE 0-20,427,,"1,679",,251,,667,,156,,305,,249,,249,
1043824378,SADEK MAHA Y,2021,FFS,RENDERING,AGE 21+,601,,"1,499",,98,,177,,296,,608,,282,,282,
1043824378,SADEK MAHA Y,2021,PHP,RENDERING,AGE 0-20,26,,146,,19,,68,,,1,,2,19,,19,
1043824378,SADEK MAHA Y,2021,PHP,RENDERING,AGE 21+,38,,102,,,1,,1,33,,62,,,1,,1
1043825771,KIM YOUNG J,2021,FFS,RENDERING,AGE 0-20,"2,162",,"22,157",,"1,720",,"6,156",,"1,888",,"10,261",,"1,460",,"1,534",
1043825771,KIM YOUNG J,2021,FFS,RENDERING,AGE 21+,239,,"1,110",,,1,,1,189,,772,,113,,113,
1043862600,LEE IVANA F,2021,FFS,RENDERING,AGE 0-20,59,,331,,55,,113,,,1,,1,56,,56,
1043862600,LEE IVANA F,2021,FFS,RENDERING,AGE 21+,27,,85,,19,,19,,,1,,1,17,,17,
1043863061,AMIDI MARIO,2021,FFS,RENDERING,AGE 0-20,244,,"2,179",,197,,626,,101,,237,,201,,201,
1043863061,AMIDI MARIO,2021,FFS,RENDERING,AGE 21+,462,,"2,428",,152,,277,,304,,834,,200,,200,
1043866353,ALEXANDER ANI,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1043880487,SHIN JESSICA G,2021,FFS,RENDERING,AGE 0-20,185,,"1,246",,44,,160,,178,,764,,35,,35,
1043880487,SHIN JESSICA G,2021,FFS,RENDERING,AGE 21+,73,,401,,,1,,2,71,,227,,,1,,1
1043883184,JOSHI GUNJAN H,2021,FFS,RENDERING,AGE 0-20,90,,457,,58,,189,,42,,95,,43,,43,
1043883184,JOSHI GUNJAN H,2021,FFS,RENDERING,AGE 21+,229,,731,,42,,62,,178,,449,,62,,62,
1043976582,MAHDAVI NICOLE N,2021,FFS,RENDERING,AGE 0-20,15,,94,,,1,,2,,1,,2,,1,,1
1043986292,MOUSA ASRAI,2021,FFS,RENDERING,AGE 0-20,364,,"1,676",,323,,668,,53,,116,,297,,297,
1043986292,MOUSA ASRAI,2021,FFS,RENDERING,AGE 21+,38,,91,,,1,,2,24,,47,,,1,,1
1053300574,MOHAMMADIZADEH SHEIDA,2021,FFS,RENDERING,AGE 0-20,96,,984,,71,,244,,65,,218,,81,,103,
1053300574,MOHAMMADIZADEH SHEIDA,2021,FFS,RENDERING,AGE 21+,127,,754,,,1,,2,85,,300,,87,,87,
1053300780,CUESTAS LUZ M,2021,FFS,RENDERING,AGE 0-20,145,,"1,324",,136,,430,,63,,205,,121,,131,
1053300780,CUESTAS LUZ M,2021,FFS,RENDERING,AGE 21+,571,,"4,656",,417,,788,,416,,"2,429",,457,,457,
1053301291,"ALDAIRI, HUSAM, DDS",2021,FFS,RENDERING,AGE 0-20,83,,570,,57,,115,,35,,153,,55,,57,
1053301291,"ALDAIRI, HUSAM, DDS",2021,FFS,RENDERING,AGE 21+,"1,003",,"7,917",,402,,801,,836,,"4,282",,449,,450,
1053301853,"RHIND, JEFFREY S, DDS",2021,PHP,RENDERING,AGE 0-20,116,,697,,99,,250,,29,,50,,103,,123,
1053301853,"RHIND, JEFFREY S, DDS",2021,PHP,RENDERING,AGE 21+,269,,"1,128",,84,,183,,101,,277,,196,,201,
1053305037,CHINH CYNTHIA,2021,FFS,RENDERING,AGE 21+,15,,37,,0,,0,,11,,18,,,1,,1
1053314872,"MALLOUK, PAUL, DDS",2021,FFS,RENDERING,AGE 0-20,19,,108,,18,,56,,,1,,1,18,,24,
1053314872,"MALLOUK, PAUL, DDS",2021,FFS,RENDERING,AGE 21+,16,,68,,12,,24,,,1,,2,13,,13,
1053319707,"NGUYEN, PAULINE DDS",2021,FFS,RENDERING,AGE 0-20,569,,"9,376",,534,,"1,732",,561,,"3,137",,540,,725,
1053319707,"NGUYEN, PAULINE DDS",2021,FFS,RENDERING,AGE 21+,144,,"1,846",,110,,217,,134,,901,,117,,117,
1053322339,"TRAM, MELISSA THUY, DDS",2021,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1053322339,"TRAM, MELISSA THUY, DDS",2021,FFS,RENDERING,AGE 21+,70,,295,,51,,51,,42,,142,,17,,17,
1053329516,LIU GEORGE C,2021,FFS,RENDERING,AGE 0-20,18,,59,,,1,,2,13,,20,,,1,,1
1053335455,"QUIMSON-CRUZ, ROSEMARIE DMD",2021,FFS,RENDERING,AGE 0-20,25,,178,,25,,68,,,1,,2,24,,30,
1053335455,"QUIMSON-CRUZ, ROSEMARIE DMD",2021,FFS,RENDERING,AGE 21+,92,,597,,66,,119,,63,,219,,65,,65,
1053366195,"DABIRI, MEHRTAJ DDS",2021,FFS,RENDERING,AGE 0-20,21,,221,,16,,65,,11,,29,,18,,25,
1053366195,"DABIRI, MEHRTAJ DDS",2021,FFS,RENDERING,AGE 21+,84,,468,,17,,34,,63,,194,,48,,48,
1053381996,"CHO, SUNG Y DDS",2021,FFS,RENDERING,AGE 0-20,"1,296",,"25,345",,696,,"1,683",,"1,296",,"17,433",,"1,288",,"1,288",
1053405126,FAHMY DIAA S,2021,FFS,RENDERING,AGE 0-20,204,,"1,748",,129,,390,,146,,534,,99,,102,
1053405126,FAHMY DIAA S,2021,FFS,RENDERING,AGE 21+,168,,691,,53,,80,,77,,170,,96,,96,
1053408898,AREA DENTAL OFFICE,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1053419515,FERNANDEZ NOEL A,2021,FFS,RENDERING,AGE 0-20,97,,691,,94,,233,,28,,99,,91,,123,
1053420216,GLOSMAN LEONID M,2021,FFS,RENDERING,AGE 0-20,603,,"5,570",,69,,84,,163,,483,,576,,587,
1053420216,GLOSMAN LEONID M,2021,FFS,RENDERING,AGE 21+,255,,"2,108",,,1,,1,60,,193,,152,,154,
1053420216,GLOSMAN LEONID M,2021,PHP,RENDERING,AGE 0-20,,1,,1,0,,0,,0,,0,,,1,,1
1053426684,"NGUYEN, CHRISTINE P, DDS",2021,FFS,RENDERING,AGE 0-20,267,,"2,544",,261,,"1,012",,121,,490,,262,,311,
1053426684,"NGUYEN, CHRISTINE P, DDS",2021,FFS,RENDERING,AGE 21+,207,,"1,672",,180,,363,,138,,631,,187,,189,
1053432054,"ELIAS, HUSAM G MD",2021,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1053432054,"ELIAS, HUSAM G MD",2021,FFS,RENDERING,AGE 21+,,1,,2,0,,0,,,1,,2,0,,0,
1053432054,"ELIAS, HUSAM G MD",2021,GMC,RENDERING,AGE 0-20,,1,,2,0,,0,,,1,,2,0,,0,
1053432617,LE HAO A,2021,FFS,RENDERING,AGE 0-20,58,,475,,56,,142,,14,,35,,55,,69,
1053432617,LE HAO A,2021,FFS,RENDERING,AGE 21+,285,,"2,007",,202,,402,,192,,747,,237,,237,
1053434787,ILAGAN MARIA ELOISA D,2021,FFS,RENDERING,AGE 0-20,79,,593,,77,,275,,18,,54,,65,,98,
1053434787,ILAGAN MARIA ELOISA D,2021,FFS,RENDERING,AGE 21+,38,,209,,24,,48,,19,,67,,27,,27,
1053434787,ILAGAN MARIA ELOISA D,2021,PHP,RENDERING,AGE 0-20,63,,644,,58,,256,,19,,87,,59,,84,
1053434787,ILAGAN MARIA ELOISA D,2021,PHP,RENDERING,AGE 21+,23,,141,,14,,40,,,1,,1,16,,17,
1053449363,AGANON-FU MARIA L,2021,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,0,,0,
1053449439,ASGARI ALI,2021,FFS,RENDERING,AGE 0-20,"3,612",,"34,197",,"3,266",,"11,134",,"2,135",,"8,601",,"3,283",,"4,556",
1053450155,"ATTO, SAMAR, DDS",2021,FFS,RENDERING,AGE 0-20,341,,"3,732",,332,,"1,563",,93,,189,,334,,526,
1053450577,AYOUB WISSAM S,2021,FFS,RENDERING,AGE 0-20,77,,684,,71,,219,,49,,189,,70,,86,
1053450577,AYOUB WISSAM S,2021,FFS,RENDERING,AGE 21+,262,,"2,314",,163,,315,,210,,"1,273",,187,,189,
1053450924,NGUYEN SON V,2021,FFS,RENDERING,AGE 0-20,"1,945",,"12,250",,"1,299",,"3,735",,893,,"2,504",,"1,320",,"1,514",
1053450924,NGUYEN SON V,2021,FFS,RENDERING,AGE 21+,"2,314",,"9,663",,"1,032",,"2,059",,"1,341",,"2,534",,"1,339",,"1,339",
1053450924,"NGUYEN, SON V, DDS",2021,FFS,RENDERING,AGE 0-20,"1,945",,"12,250",,"1,299",,"3,735",,893,,"2,504",,"1,320",,"1,514",
1053450924,"NGUYEN, SON V, DDS",2021,FFS,RENDERING,AGE 21+,"2,314",,"9,663",,"1,032",,"2,059",,"1,341",,"2,534",,"1,339",,"1,339",
1053452367,"OH, CHRISTINE P, DDS",2021,FFS,RENDERING,AGE 0-20,113,,"1,373",,105,,350,,65,,376,,107,,167,
1053452367,"OH, CHRISTINE P, DDS",2021,FFS,RENDERING,AGE 21+,129,,"1,213",,67,,128,,109,,694,,79,,79,
1053456814,MURTHY NANDINI R,2021,FFS,RENDERING,AGE 0-20,14,,93,,12,,33,,,1,,2,,1,,2
1053456814,MURTHY NANDINI R,2021,FFS,RENDERING,AGE 21+,44,,240,,27,,31,,27,,97,,35,,35,
1053456822,"WONG, BRIAN R, DDS",2021,FFS,RENDERING,AGE 0-20,21,,244,,20,,94,,,1,,2,20,,56,
1053456822,"WONG, BRIAN R, DDS",2021,FFS,RENDERING,AGE 21+,89,,822,,79,,158,,47,,212,,81,,162,
1053458059,ARAKELYAN TIGRAN,2021,FFS,RENDERING,AGE 0-20,29,,216,,26,,64,,14,,81,,25,,29,
1053458059,ARAKELYAN TIGRAN,2021,FFS,RENDERING,AGE 21+,336,,"2,210",,206,,206,,283,,"1,111",,254,,254,
1053460121,"FOSDAHL, DAVID T, DDS",2021,FFS,RENDERING,AGE 0-20,23,,76,,19,,27,,,1,,2,,1,,1
1053460121,"FOSDAHL, DAVID T, DDS",2021,FFS,RENDERING,AGE 21+,31,,101,,19,,19,,20,,37,,0,,0,
1053462515,BILAL MUSTAFA,2021,FFS,RENDERING,AGE 0-20,"1,471",,"5,515",,150,,689,,"1,314",,"3,944",,245,,262,
1053462515,BILAL MUSTAFA,2021,FFS,RENDERING,AGE 21+,"2,456",,"10,078",,441,,891,,"2,152",,"6,962",,733,,735,
1053462515,BILAL MUSTAFA,2021,PHP,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1053464347,KOR TZE KING J,2021,FFS,RENDERING,AGE 0-20,34,,237,,32,,92,,19,,33,,32,,43,
