RENDERING NPI,PROVIDER LEGAL NAME,CALENDAR YEAR,DELIVERY SYSTEM,PROVIDER TYPE,AGE GROUP,ADV USER CNT,ADV USER ANNOTATION CODE,ADV SVC CNT,ADV  SVC ANNOTATION CODE,PREV USER CNT,PREV USER ANNOTATION CODE,PREV SVC CNT,PREV SVC ANNOTATION CODE,TXMT USER CNT,TXMT USER ANNOTATION CODE,TXMT SVC CNT,TXMT SVC ANNOTATION CODE,EXAM USER CNT,EXAM USER ANNOTATION CODE,EXAM SVC CNT,EXAM SVC ANNOTATION CODE
1659573939,"BAUMAN, JAY E",2021,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,0,,0,,,1,,1
1659573939,"BAUMAN, JAY E",2021,FFS,RENDERING,AGE 21+,13,,50,,,1,,1,,1,,1,,1,,1
1659575207,WANG PAUL I,2021,FFS,RENDERING,AGE 0-20,146,,938,,126,,279,,62,,199,,125,,143,
1659575207,WANG PAUL I,2021,FFS,RENDERING,AGE 21+,242,,"1,231",,174,,316,,109,,360,,197,,197,
1659578953,RASHEDI MARJAN,2021,FFS,RENDERING,AGE 0-20,"6,779",,"113,041",,"6,146",,"29,923",,"5,348",,"32,282",,"6,468",,"10,311",
1659578953,RASHEDI MARJAN,2021,FFS,RENDERING,AGE 21+,182,,932,,41,,71,,128,,386,,148,,154,
1659579407,TUDOSE JULIAN M,2021,FFS,RENDERING,AGE 0-20,265,,"2,501",,235,,"1,047",,85,,192,,226,,299,
1659579407,TUDOSE JULIAN M,2021,FFS,RENDERING,AGE 21+,393,,"2,339",,154,,154,,291,,"1,178",,262,,262,
1659580710,ANTWAN DUNYA G,2021,FFS,RENDERING,AGE 0-20,149,,"1,003",,106,,327,,67,,209,,130,,141,
1659580710,ANTWAN DUNYA G,2021,FFS,RENDERING,AGE 21+,504,,"2,748",,227,,432,,302,,"1,254",,409,,409,
1659586261,DOMINGUEZ LILIAN Z,2021,FFS,RENDERING,AGE 0-20,39,,240,,35,,67,,17,,57,,34,,34,
1659586261,DOMINGUEZ LILIAN Z,2021,FFS,RENDERING,AGE 21+,79,,397,,27,,28,,62,,265,,34,,34,
1659586717,"RYUMAN, DAVID KEUNJOO",2021,FFS,RENDERING,AGE 21+,17,,42,,,1,,1,,1,,2,16,,16,
1659589257,SLUTSKY DORA,2021,FFS,RENDERING,AGE 0-20,62,,351,,57,,167,,,1,,2,42,,51,
1659589257,SLUTSKY DORA,2021,FFS,RENDERING,AGE 21+,354,,"3,029",,193,,193,,255,,"1,178",,54,,54,
1659591055,HUANG BRIAN C,2021,FFS,RENDERING,AGE 0-20,141,,490,,0,,0,,141,,490,,0,,0,
1659591055,HUANG BRIAN C,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1659591055,HUANG BRIAN C,2021,PHP,RENDERING,AGE 0-20,,1,,1,0,,0,,,1,,1,0,,0,
1659599124,"DEIRMENJIAN, SANDRA, DDS INC",2021,PHP,RENDERING,AGE 21+,,1,,2,0,,0,,,1,,1,,1,,1
1659599470,"NOROOZI, MARJAN, DDS",2021,FFS,RENDERING,AGE 0-20,55,,651,,54,,283,,25,,83,,54,,64,
1659599470,"NOROOZI, MARJAN, DDS",2021,FFS,RENDERING,AGE 21+,161,,"1,091",,125,,244,,114,,487,,139,,139,
1659600682,PARK SUE J,2021,FFS,RENDERING,AGE 0-20,14,,48,,0,,0,,14,,48,,0,,0,
1659613610,HAM SUNDO,2021,FFS,RENDERING,AGE 0-20,20,,167,,16,,65,,16,,56,,20,,20,
1659613610,HAM SUNDO,2021,FFS,RENDERING,AGE 21+,225,,"1,200",,94,,187,,110,,541,,213,,213,
1659623064,LU KEVIN C,2021,FFS,RENDERING,AGE 0-20,41,,321,,34,,124,,20,,73,,34,,41,
1659623064,LU KEVIN C,2021,FFS,RENDERING,AGE 21+,167,,958,,75,,75,,120,,486,,108,,108,
1659632099,RATON REBECCA A,2021,FFS,RENDERING,AGE 0-20,13,,140,,,1,,2,,1,,2,,1,,1
1659632099,RATON REBECCA A,2021,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1659637973,DEYO LAURA,2021,FFS,RENDERING,AGE 0-20,"2,963",,"4,531",,0,,0,,117,,365,,0,,0,
1659637973,DEYO LAURA,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1659660835,ISSUED IN ERROR,2021,FFS,RENDERING,AGE 0-20,253,,"4,510",,244,,"1,253",,77,,217,,243,,384,
1659660835,ISSUED IN ERROR,2021,FFS,RENDERING,AGE 21+,527,,"6,342",,449,,896,,369,,"1,489",,448,,448,
1659662757,CHAWLA HARJOT S,2021,FFS,RENDERING,AGE 0-20,638,,"7,006",,604,,"2,416",,428,,"2,078",,538,,737,
1659662757,CHAWLA HARJOT S,2021,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,0,,0,,,1,,1
1659671733,"SANTILLANA, ERIX F, DDS",2021,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,2,,1,,1
1659671733,"SANTILLANA, ERIX F, DDS",2021,FFS,RENDERING,AGE 21+,50,,348,,,1,,1,31,,259,,40,,40,
1659678779,MILLER KHANDA A,2021,FFS,RENDERING,AGE 0-20,39,,224,,31,,72,,21,,54,,32,,37,
1659678779,MILLER KHANDA A,2021,FFS,RENDERING,AGE 21+,175,,"1,041",,106,,186,,111,,398,,136,,136,
1659682565,HABASHY JAMES,2021,FFS,RENDERING,AGE 0-20,,1,,1,0,,0,,,1,,1,0,,0,
1659682565,HABASHY JAMES,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1659682565,HABASHY JAMES,2021,GMC,RENDERING,AGE 0-20,188,,432,,0,,0,,178,,390,,18,,21,
1659682565,HABASHY JAMES,2021,GMC,RENDERING,AGE 21+,408,,891,,0,,0,,263,,663,,189,,190,
1659682565,HABASHY JAMES,2021,PHP,RENDERING,AGE 0-20,,1,,2,0,,0,,,1,,2,0,,0,
1659682565,HABASHY JAMES,2021,PHP,RENDERING,AGE 21+,53,,119,,0,,0,,33,,73,,45,,45,
1659691616,ETEMAD ABRAK,2021,FFS,RENDERING,AGE 0-20,29,,180,,18,,43,,12,,38,,25,,25,
1659691616,ETEMAD ABRAK,2021,FFS,RENDERING,AGE 21+,123,,783,,59,,69,,84,,362,,91,,93,
1659705176,SANDHU GURJOT K,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,0,,0,,,1,,1
1659706877,ELNAGGAR TAMER A,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1659709962,NAZARIAN SAMAN,2021,FFS,RENDERING,AGE 0-20,"1,160",,"13,394",,872,,"2,575",,655,,"2,068",,914,,998,
1659709962,NAZARIAN SAMAN,2021,FFS,RENDERING,AGE 21+,718,,"6,275",,103,,205,,541,,"2,093",,337,,337,
1659709962,NAZARIAN SAMAN,2021,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1659710432,MOURADIAN VICTORIA,2021,FFS,RENDERING,AGE 0-20,"1,120",,"12,560",,786,,"2,236",,764,,"4,452",,719,,769,
1659710432,MOURADIAN VICTORIA,2021,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1659710432,MOURADIAN VICTORIA,2021,PHP,RENDERING,AGE 0-20,,1,,2,0,,0,,,1,,2,0,,0,
1659713618,HANNA JOSEPH,2021,PHP,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1659730182,SANTOS IVAN J,2021,FFS,RENDERING,AGE 0-20,135,,"1,120",,76,,219,,89,,365,,90,,103,
1659730182,SANTOS IVAN J,2021,FFS,RENDERING,AGE 21+,617,,"3,647",,205,,403,,496,,"2,339",,284,,286,
1659757375,SONG JONATHAN T,2021,FFS,RENDERING,AGE 0-20,14,,135,,13,,47,,,1,,2,11,,14,
1659757375,SONG JONATHAN T,2021,FFS,RENDERING,AGE 21+,23,,311,,12,,21,,16,,112,,12,,12,
1659768802,RASHEDI DMD PC,2021,FFS,RENDERING,AGE 0-20,,1,,1,0,,0,,,1,,1,0,,0,
1659768802,RASHEDI DMD PC,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1659778702,NARIN INCI,2021,FFS,RENDERING,AGE 0-20,316,,"3,589",,286,,705,,173,,713,,295,,348,
1659778702,NARIN INCI,2021,FFS,RENDERING,AGE 21+,"1,126",,"9,867",,781,,"1,552",,933,,"5,110",,857,,857,
1659780328,KUO CHLOE N,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1659780328,KUO CHLOE N,2021,PHP,RENDERING,AGE 0-20,11,,50,,,1,,2,,1,,1,,1,,1
1659780328,KUO CHLOE N,2021,PHP,RENDERING,AGE 21+,97,,406,,,1,,1,76,,266,,51,,51,
1659789097,HUNG SOOJEONG,2021,FFS,RENDERING,AGE 0-20,31,,299,,27,,64,,16,,38,,28,,34,
1659789097,HUNG SOOJEONG,2021,FFS,RENDERING,AGE 21+,48,,309,,18,,18,,22,,42,,31,,31,
1659792927,JUNG SONG W,2021,FFS,RENDERING,AGE 0-20,124,,775,,108,,348,,54,,181,,116,,149,
1659792927,JUNG SONG W,2021,FFS,RENDERING,AGE 21+,290,,"1,920",,167,,248,,208,,917,,233,,233,
1659801496,HUYNH HAI N,2021,FFS,RENDERING,AGE 0-20,"3,188",,"31,063",,"2,734",,"7,768",,"1,974",,"4,645",,"2,714",,"2,860",
1659808293,HADID LAILA,2021,GMC,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1659808293,HADID LAILA,2021,PHP,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1659820637,BAE LIM DENTAL CORPORATION,2021,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,0,,0,
1659829141,"LEE, SANG E, DENTAL CORP",2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1659832780,KIM JAMIE M,2021,FFS,RENDERING,AGE 0-20,18,,36,,0,,0,,18,,33,,0,,0,
1659832780,KIM JAMIE M,2021,GMC,RENDERING,AGE 0-20,304,,762,,0,,0,,304,,686,,0,,0,
1659874436,PHAM ANTHONY T,2021,FFS,RENDERING,AGE 0-20,123,,454,,35,,71,,89,,177,,32,,34,
1659874436,PHAM ANTHONY T,2021,FFS,RENDERING,AGE 21+,214,,822,,39,,70,,188,,518,,46,,46,
1659885473,HA KYOUNG T,2021,FFS,RENDERING,AGE 0-20,23,,197,,19,,56,,11,,25,,19,,28,
1659885473,HA KYOUNG T,2021,FFS,RENDERING,AGE 21+,337,,"1,713",,78,,128,,269,,879,,190,,190,
1659890358,CHADHA SHAWN,2021,FFS,RENDERING,AGE 0-20,"2,385",,"39,830",,"2,243",,"9,001",,"1,607",,"4,580",,"2,293",,"3,273",
1659890358,CHADHA SHAWN,2021,FFS,RENDERING,AGE 21+,16,,66,,,1,,1,12,,19,,,1,,1
1659892024,ZAMAN IFRANA,2021,GMC,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1659895753,KHOOSHAB SAHAR,2021,FFS,RENDERING,AGE 0-20,42,,397,,36,,123,,13,,34,,34,,34,
1659895753,KHOOSHAB SAHAR,2021,FFS,RENDERING,AGE 21+,304,,"2,582",,227,,446,,119,,421,,273,,273,
1659924736,ROYEA OLIVIA M,2021,FFS,RENDERING,AGE 0-20,"2,648",,"41,104",,"2,544",,"12,788",,"1,961",,"5,997",,"2,477",,"3,489",
1659924736,ROYEA OLIVIA M,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,0,,0,,0,,0,
1659926939,PATEL MANALI S,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1659929149,DANESH DAVITA,2021,FFS,RENDERING,AGE 0-20,"1,041",,"7,938",,660,,"1,762",,787,,"2,432",,489,,497,
1659933257,ALWARDI AMNA,2021,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1659933257,ALWARDI AMNA,2021,FFS,RENDERING,AGE 21+,27,,92,,15,,18,,17,,43,,14,,14,
1659965309,YOON ANDREW J,2021,FFS,RENDERING,AGE 0-20,94,,579,,74,,181,,29,,63,,80,,84,
1659965309,YOON ANDREW J,2021,FFS,RENDERING,AGE 21+,63,,230,,18,,33,,27,,51,,51,,51,
1659965309,YOON ANDREW J,2021,GMC,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1659965309,YOON ANDREW J,2021,PHP,RENDERING,AGE 0-20,186,,"1,147",,82,,300,,128,,301,,96,,96,
1659965309,YOON ANDREW J,2021,PHP,RENDERING,AGE 21+,254,,"1,124",,22,,57,,226,,409,,38,,39,
1659965754,SINGH HARINDER P,2021,FFS,RENDERING,AGE 0-20,218,,627,,112,,284,,146,,262,,24,,24,
1659965754,SINGH HARINDER P,2021,FFS,RENDERING,AGE 21+,245,,605,,70,,120,,186,,362,,34,,34,
1659969756,HABEEB HASANAIN M,2021,FFS,RENDERING,AGE 0-20,11,,33,,,1,,1,,1,,2,,1,,1
1659969756,HABEEB HASANAIN M,2021,FFS,RENDERING,AGE 21+,17,,44,,,1,,1,12,,24,,,1,,1
1659969756,HABEEB HASANAIN M,2021,GMC,RENDERING,AGE 0-20,946,,"4,067",,91,,253,,458,,846,,499,,525,
1659969756,HABEEB HASANAIN M,2021,GMC,RENDERING,AGE 21+,435,,"2,546",,26,,27,,306,,650,,157,,160,
1659969756,HABEEB HASANAIN M,2021,PHP,RENDERING,AGE 0-20,,1,,2,0,,0,,,1,,1,,1,,1
1659970861,CHUANG SHARROW,2021,FFS,RENDERING,AGE 0-20,276,,"1,293",,143,,306,,119,,306,,170,,173,
1659970861,CHUANG SHARROW,2021,FFS,RENDERING,AGE 21+,444,,"1,422",,66,,129,,210,,511,,230,,231,
1669044244,LE AUSTIN N,2021,FFS,RENDERING,AGE 0-20,163,,781,,116,,283,,64,,165,,102,,102,
1669044244,LE AUSTIN N,2021,FFS,RENDERING,AGE 21+,213,,619,,45,,88,,131,,260,,83,,83,
1669044244,LE AUSTIN N,2021,PHP,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1669083390,PENNER HOPE E,2021,FFS,RENDERING,AGE 0-20,"2,065",,"16,173",,"1,746",,"4,877",,"1,464",,"4,796",,"1,802",,"1,818",
1669099842,DEV MANPREET S,2021,FFS,RENDERING,AGE 0-20,22,,84,,12,,17,,,1,,2,17,,17,
1669099842,DEV MANPREET S,2021,FFS,RENDERING,AGE 21+,73,,202,,12,,13,,44,,81,,34,,34,
1669404257,ZEHTAB HAMID R,2021,FFS,RENDERING,AGE 0-20,40,,503,,38,,166,,20,,145,,39,,52,
1669404257,ZEHTAB HAMID R,2021,FFS,RENDERING,AGE 21+,94,,937,,69,,126,,78,,546,,79,,79,
1669420303,ELLERTSON III DON R,2021,FFS,RENDERING,AGE 0-20,250,,"2,835",,214,,553,,109,,348,,235,,293,
1669420303,ELLERTSON III DON R,2021,FFS,RENDERING,AGE 21+,406,,"3,098",,62,,99,,308,,"1,483",,318,,318,
1669420303,ELLERTSON III DON R,2021,PHP,RENDERING,AGE 0-20,,1,,2,,1,,1,0,,0,,,1,,1
1669420303,ELLERTSON III DON R,2021,PHP,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,1,,1,,1
1669461802,ALASSY HATEM,2021,FFS,RENDERING,AGE 21+,,1,,2,0,,0,,,1,,2,0,,0,
1669474334,KIM DAN Y,2021,FFS,RENDERING,AGE 0-20,203,,"1,114",,125,,321,,43,,95,,179,,195,
1669474334,KIM DAN Y,2021,FFS,RENDERING,AGE 21+,376,,"1,295",,,1,,2,212,,568,,263,,270,
1669477931,NATH RANJIVENDRA,2021,FFS,RENDERING,AGE 0-20,69,,654,,64,,180,,17,,37,,64,,73,
1669477931,NATH RANJIVENDRA,2021,FFS,RENDERING,AGE 21+,113,,723,,60,,106,,64,,192,,78,,78,
1669481297,SLIPOCK BARRY J,2021,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1669481297,SLIPOCK BARRY J,2021,FFS,RENDERING,AGE 21+,,1,,2,,1,,1,,1,,2,,1,,1
1669488771,"CRANON, DARYL, DDS",2021,FFS,RENDERING,AGE 0-20,117,,434,,76,,84,,50,,102,,70,,70,
1669488771,"CRANON, DARYL, DDS",2021,FFS,RENDERING,AGE 21+,"1,028",,"3,753",,346,,346,,682,,"1,563",,548,,548,
1669493169,NAVARRO ROSEMARY E,2021,FFS,RENDERING,AGE 0-20,526,,"6,736",,413,,"1,245",,223,,827,,461,,585,
1669493169,NAVARRO ROSEMARY E,2021,FFS,RENDERING,AGE 21+,484,,"3,556",,116,,215,,291,,"1,018",,337,,337,
1669501482,"LASHGARI, NAYER, COSMETIC &",2021,FFS,RENDERING,AGE 21+,,1,,2,0,,0,,0,,0,,0,,0,
1669502753,"WARD, MICHAEL R, DDS",2021,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,0,,0,,0,,0,
1669502753,"WARD, MICHAEL R, DDS",2021,FFS,RENDERING,AGE 21+,16,,37,,12,,12,,,1,,1,,1,,1
1669503397,SHAH KOSHA J,2021,FFS,RENDERING,AGE 0-20,111,,"1,743",,101,,332,,79,,421,,109,,152,
1669503397,SHAH KOSHA J,2021,FFS,RENDERING,AGE 21+,444,,"7,541",,302,,544,,383,,"3,714",,324,,324,
1669503900,"TORRES, ARIEL ADEA DMD",2021,FFS,RENDERING,AGE 0-20,"1,073",,"16,228",,"1,011",,"3,271",,576,,"2,051",,"1,020",,"1,381",
1669503900,"TORRES, ARIEL ADEA DMD",2021,FFS,RENDERING,AGE 21+,696,,"6,818",,558,,"1,112",,449,,"2,038",,596,,597,
1669511986,"MAKATI, MUSTAFA AHMEDALI",2021,FFS,RENDERING,AGE 0-20,45,,366,,39,,143,,21,,45,,43,,43,
1669511986,"MAKATI, MUSTAFA AHMEDALI",2021,FFS,RENDERING,AGE 21+,138,,877,,85,,163,,88,,205,,110,,110,
1669511986,"MAKATI, MUSTAFA AHMEDALI, DD",2021,FFS,RENDERING,AGE 0-20,45,,366,,39,,143,,21,,45,,43,,43,
1669511986,"MAKATI, MUSTAFA AHMEDALI, DD",2021,FFS,RENDERING,AGE 21+,138,,877,,85,,163,,88,,205,,110,,110,
1669512349,FERGUSON JAMIE M,2021,FFS,RENDERING,AGE 0-20,108,,975,,90,,253,,47,,116,,104,,123,
1669512349,FERGUSON JAMIE M,2021,FFS,RENDERING,AGE 21+,342,,"2,450",,190,,376,,190,,832,,308,,311,
1669517009,MEDENCEVIC CATALINA M,2021,FFS,RENDERING,AGE 0-20,147,,"1,551",,126,,343,,54,,135,,128,,152,
1669517009,MEDENCEVIC CATALINA M,2021,FFS,RENDERING,AGE 21+,324,,"1,886",,113,,217,,240,,648,,163,,163,
1669517363,AMERIPOUR SHAHRAM,2021,FFS,RENDERING,AGE 0-20,892,,"12,074",,808,,"3,394",,479,,"1,521",,791,,"1,076",
1669517363,AMERIPOUR SHAHRAM,2021,FFS,RENDERING,AGE 21+,625,,"4,571",,267,,280,,418,,"1,291",,404,,404,
1669518098,TAHGHIGHI NASIR,2021,FFS,RENDERING,AGE 0-20,,1,,2,,1,,2,,1,,1,,1,,1
1669518098,TAHGHIGHI NASIR,2021,FFS,RENDERING,AGE 21+,50,,190,,,1,,2,29,,87,,33,,33,
1669518098,TAHGHIGHI NASIR,2021,PHP,RENDERING,AGE 0-20,18,,161,,18,,61,,,1,,2,18,,19,
1669518098,TAHGHIGHI NASIR,2021,PHP,RENDERING,AGE 21+,47,,464,,25,,46,,36,,279,,41,,45,
1669522025,JAMAL MANAR M,2021,FFS,RENDERING,AGE 0-20,565,,"4,716",,364,,"1,085",,275,,841,,439,,475,
1669522025,JAMAL MANAR M,2021,FFS,RENDERING,AGE 21+,"1,478",,"9,960",,431,,600,,"1,024",,"3,961",,970,,974,
1669522025,JAMAL MANAR M,2021,GMC,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,,1,,1
1669522025,JAMAL MANAR M,2021,PHP,RENDERING,AGE 0-20,75,,489,,54,,96,,31,,60,,57,,57,
1669522025,JAMAL MANAR M,2021,PHP,RENDERING,AGE 21+,67,,340,,25,,25,,34,,114,,45,,45,
1669523478,SWE MIN,2021,FFS,RENDERING,AGE 0-20,84,,"1,103",,65,,259,,51,,237,,79,,82,
1669523478,SWE MIN,2021,FFS,RENDERING,AGE 21+,256,,"2,596",,143,,233,,195,,757,,209,,209,
1669524153,"KIN, JIN-HYUK DDS",2021,FFS,RENDERING,AGE 0-20,837,,"8,069",,671,,"1,723",,406,,757,,651,,719,
1669524153,"KIN, JIN-HYUK DDS",2021,FFS,RENDERING,AGE 21+,668,,"3,509",,183,,365,,414,,921,,356,,356,
1669530978,YIN LIMIN,2021,FFS,RENDERING,AGE 0-20,132,,"1,042",,117,,396,,69,,200,,122,,157,
1669530978,YIN LIMIN,2021,FFS,RENDERING,AGE 21+,255,,"1,551",,152,,302,,174,,645,,222,,222,
1669532545,NGUYEN BINH H,2021,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,,1,,1
1669532545,NGUYEN BINH H,2021,PHP,RENDERING,AGE 0-20,111,,"1,249",,93,,449,,101,,160,,80,,83,
1669532545,NGUYEN BINH H,2021,PHP,RENDERING,AGE 21+,124,,779,,53,,141,,87,,241,,56,,56,
1669533311,"NGUYEN, TUAN H, DDS",2021,FFS,RENDERING,AGE 0-20,799,,"10,875",,791,,"3,425",,307,,990,,790,,"1,248",
1669533311,"NGUYEN, TUAN H, DDS",2021,FFS,RENDERING,AGE 21+,31,,242,,22,,44,,15,,45,,,1,,1
1669534442,LIU YIWEN,2021,FFS,RENDERING,AGE 0-20,77,,484,,72,,171,,13,,29,,62,,77,
1669534442,LIU YIWEN,2021,FFS,RENDERING,AGE 21+,80,,357,,61,,61,,26,,44,,58,,58,
1669534848,EMBRY SHAHRZAD M,2021,FFS,RENDERING,AGE 0-20,,1,,2,0,,0,,,1,,1,,1,,1
1669534848,EMBRY SHAHRZAD M,2021,FFS,RENDERING,AGE 21+,58,,147,,,1,,1,58,,139,,,1,,1
1669534848,EMBRY SHAHRZAD M,2021,GMC,RENDERING,AGE 0-20,,1,,1,0,,0,,0,,0,,0,,0,
1669534848,EMBRY SHAHRZAD M,2021,GMC,RENDERING,AGE 21+,,1,,2,0,,0,,,1,,1,,1,,1
1669534848,EMBRY SHAHRZAD M,2021,PHP,RENDERING,AGE 0-20,523,,"4,050",,395,,"1,401",,296,,"1,100",,438,,524,
1669534848,EMBRY SHAHRZAD M,2021,PHP,RENDERING,AGE 21+,465,,"3,441",,161,,334,,365,,"2,153",,353,,375,
1669538625,"GODFREY JR, M F, DDS",2021,FFS,RENDERING,AGE 0-20,,1,,1,0,,0,,,1,,1,0,,0,
1669538625,"GODFREY JR, M F, DDS",2021,GMC,RENDERING,AGE 0-20,"1,087",,"8,782",,684,,"1,784",,682,,"2,881",,644,,690,
1669538625,"GODFREY JR, M F, DDS",2021,GMC,RENDERING,AGE 21+,791,,"3,359",,150,,305,,522,,"1,104",,295,,295,
1669538724,PRONSTROLLER JANICE S,2021,FFS,RENDERING,AGE 0-20,,1,,2,,1,,1,,1,,1,,1,,1
1669538724,PRONSTROLLER JANICE S,2021,FFS,RENDERING,AGE 21+,16,,236,,12,,23,,14,,47,,13,,13,
1669542775,MARASHLI SALAHEDDIN,2021,FFS,RENDERING,AGE 0-20,91,,"1,473",,87,,424,,70,,295,,87,,105,
1669542775,MARASHLI SALAHEDDIN,2021,FFS,RENDERING,AGE 21+,197,,"2,180",,150,,385,,178,,"1,026",,154,,155,
1669544862,IBRAHIM ENITAN C,2021,FFS,RENDERING,AGE 0-20,317,,"2,063",,184,,508,,131,,378,,239,,263,
1669544862,IBRAHIM ENITAN C,2021,FFS,RENDERING,AGE 21+,374,,"1,431",,30,,35,,192,,448,,219,,221,
1669544862,IBRAHIM ENITAN C,2021,PHP,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1669547816,NOLLIE GLORIA J,2021,GMC,RENDERING,AGE 0-20,115,,433,,0,,0,,115,,377,,0,,0,
1669547816,NOLLIE GLORIA J,2021,GMC,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1669556445,HEINRICH BRUCE S,2021,FFS,RENDERING,AGE 0-20,"1,109",,"2,618",,0,,0,,267,,812,,0,,0,
1669556445,HEINRICH BRUCE S,2021,FFS,RENDERING,AGE 21+,,1,,2,0,,0,,,1,,1,0,,0,
1669556445,HEINRICH BRUCE S,2021,PHP,RENDERING,AGE 0-20,,1,,1,0,,0,,,1,,1,0,,0,
1669568168,MORRIS PAUL J,2021,FFS,RENDERING,AGE 0-20,"3,138",,"34,297",,"2,572",,"9,968",,"2,274",,"14,705",,"2,124",,"2,213",
1669568168,MORRIS PAUL J,2021,FFS,RENDERING,AGE 21+,,1,,1,,1,,1,0,,0,,,1,,1
1669569463,KANG DAVID M,2021,FFS,RENDERING,AGE 0-20,420,,"2,539",,310,,784,,236,,"1,465",,246,,258,
1669569463,KANG DAVID M,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1669569463,KANG DAVID M,2021,PHP,RENDERING,AGE 0-20,,1,,1,,1,,1,0,,0,,0,,0,
1669579330,HUMES ROXAN C,2021,FFS,RENDERING,AGE 0-20,163,,367,,0,,0,,84,,233,,0,,0,
1669579330,HUMES ROXAN C,2021,PHP,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1669591459,HO BRENDA J,2021,FFS,RENDERING,AGE 0-20,"1,110",,"13,071",,998,,"3,473",,461,,"2,726",,"1,064",,"1,563",
1669591459,HO BRENDA J,2021,GMC,RENDERING,AGE 0-20,299,,"2,644",,140,,429,,295,,"1,677",,,1,,1
1669618062,SON CHRISTINE A,2021,FFS,RENDERING,AGE 0-20,192,,906,,,1,,1,192,,890,,,1,,1
1669620803,HUE CINDY B,2021,FFS,RENDERING,AGE 0-20,,1,,1,,1,,1,,1,,1,,1,,1
1669626511,BAHA JOSEPH S,2021,FFS,RENDERING,AGE 0-20,144,,868,,111,,259,,35,,74,,121,,135,
1669626511,BAHA JOSEPH S,2021,FFS,RENDERING,AGE 21+,309,,"1,402",,74,,125,,178,,565,,216,,216,
1669626511,BAHA JOSEPH S,2021,PHP,RENDERING,AGE 0-20,,1,,1,0,,0,,,1,,1,0,,0,
1669626511,BAHA JOSEPH S,2021,PHP,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,0,,0,
1669628327,LIU ALISON I,2021,FFS,RENDERING,AGE 0-20,482,,"3,047",,449,,"1,236",,40,,44,,444,,464,
1669628327,LIU ALISON I,2021,FFS,RENDERING,AGE 21+,207,,653,,126,,127,,13,,36,,152,,152,
1669629614,DADASHZADEH IRENE T,2021,FFS,RENDERING,AGE 0-20,173,,732,,35,,82,,104,,267,,119,,120,
1669629614,DADASHZADEH IRENE T,2021,FFS,RENDERING,AGE 21+,358,,"1,341",,,1,,1,207,,577,,277,,277,
1669639548,KAKOLI PAYMAN,2021,FFS,RENDERING,AGE 21+,,1,,1,0,,0,,,1,,1,,1,,1
1669639548,KAKOLI PAYMAN,2021,PHP,RENDERING,AGE 0-20,,1,,1,0,,0,,,1,,1,,1,,1
1669639548,KAKOLI PAYMAN,2021,PHP,RENDERING,AGE 21+,67,,159,,0,,0,,43,,60,,56,,57,
1669644969,"HOU, JUDY C DDS",2021,FFS,RENDERING,AGE 0-20,112,,334,,,1,,1,50,,155,,68,,68,
